unit,time,value,role,group,units
Occupancy,2013-02-01,78.1,outcome,tourism,percent
Occupancy,2013-03-01,77.5,outcome,tourism,percent
Occupancy,2013-04-01,78.1,outcome,tourism,percent
Occupancy,2013-05-01,76.1,outcome,tourism,percent
Occupancy,2013-06-01,76.0,outcome,tourism,percent
Occupancy,2013-07-01,75.3,outcome,tourism,percent
Occupancy,2013-08-01,77.5,outcome,tourism,percent
Occupancy,2013-09-01,75.8,outcome,tourism,percent
Occupancy,2013-10-01,74.8,outcome,tourism,percent
Occupancy,2013-11-01,75.4,outcome,tourism,percent
Occupancy,2013-12-01,75.2,outcome,tourism,percent
Occupancy,2014-01-01,77.6,outcome,tourism,percent
Occupancy,2014-02-01,77.9,outcome,tourism,percent
Occupancy,2014-03-01,76.9,outcome,tourism,percent
Occupancy,2014-04-01,75.7,outcome,tourism,percent
Occupancy,2014-05-01,76.3,outcome,tourism,percent
Occupancy,2014-06-01,76.1,outcome,tourism,percent
Occupancy,2014-07-01,77.4,outcome,tourism,percent
Occupancy,2014-08-01,76.4,outcome,tourism,percent
Occupancy,2014-09-01,78.0,outcome,tourism,percent
Occupancy,2014-10-01,78.4,outcome,tourism,percent
Occupancy,2014-11-01,76.9,outcome,tourism,percent
Occupancy,2014-12-01,76.8,outcome,tourism,percent
Occupancy,2015-01-01,76.0,outcome,tourism,percent
Occupancy,2015-02-01,77.0,outcome,tourism,percent
Occupancy,2015-03-01,78.6,outcome,tourism,percent
Occupancy,2015-04-01,77.6,outcome,tourism,percent
Occupancy,2015-05-01,79.5,outcome,tourism,percent
Occupancy,2015-06-01,80.7,outcome,tourism,percent
Occupancy,2015-07-01,77.5,outcome,tourism,percent
Occupancy,2015-08-01,78.6,outcome,tourism,percent
Occupancy,2015-09-01,78.3,outcome,tourism,percent
Occupancy,2015-10-01,79.9,outcome,tourism,percent
Occupancy,2015-11-01,79.9,outcome,tourism,percent
Occupancy,2015-12-01,80.8,outcome,tourism,percent
Occupancy,2016-01-01,79.1,outcome,tourism,percent
Occupancy,2016-02-01,78.3,outcome,tourism,percent
Occupancy,2016-03-01,78.1,outcome,tourism,percent
Occupancy,2016-04-01,79.3,outcome,tourism,percent
Occupancy,2016-05-01,78.5,outcome,tourism,percent
Occupancy,2016-06-01,78.6,outcome,tourism,percent
Occupancy,2016-07-01,78.7,outcome,tourism,percent
Occupancy,2016-08-01,79.1,outcome,tourism,percent
Occupancy,2016-09-01,80.4,outcome,tourism,percent
Occupancy,2016-10-01,80.4,outcome,tourism,percent
Occupancy,2016-11-01,79.0,outcome,tourism,percent
Occupancy,2016-12-01,80.7,outcome,tourism,percent
Occupancy,2017-01-01,80.3,outcome,tourism,percent
Occupancy,2017-02-01,79.1,outcome,tourism,percent
Occupancy,2017-03-01,78.5,outcome,tourism,percent
Occupancy,2017-04-01,79.6,outcome,tourism,percent
Occupancy,2017-05-01,80.2,outcome,tourism,percent
Occupancy,2017-06-01,80.8,outcome,tourism,percent
Occupancy,2017-07-01,80.5,outcome,tourism,percent
Occupancy,2017-08-01,80.3,outcome,tourism,percent
Occupancy,2017-09-01,80.5,outcome,tourism,percent
Occupancy,2017-10-01,81.2,outcome,tourism,percent
Occupancy,2017-11-01,81.9,outcome,tourism,percent
Occupancy,2017-12-01,80.7,outcome,tourism,percent
Occupancy,2018-01-01,81.0,outcome,tourism,percent
Occupancy,2018-02-01,81.2,outcome,tourism,percent
Occupancy,2018-03-01,80.9,outcome,tourism,percent
Occupancy,2018-04-01,81.8,outcome,tourism,percent
Occupancy,2018-05-01,81.2,outcome,tourism,percent
Occupancy,2018-06-01,79.9,outcome,tourism,percent
Occupancy,2018-07-01,79.2,outcome,tourism,percent
Occupancy,2018-08-01,77.8,outcome,tourism,percent
Occupancy,2018-09-01,79.2,outcome,tourism,percent
Occupancy,2018-10-01,79.3,outcome,tourism,percent
Occupancy,2018-11-01,79.1,outcome,tourism,percent
Occupancy,2018-12-01,77.9,outcome,tourism,percent
Occupancy,2019-01-01,79.2,outcome,tourism,percent
Occupancy,2019-02-01,79.6,outcome,tourism,percent
Occupancy,2019-03-01,78.8,outcome,tourism,percent
Occupancy,2019-04-01,79.3,outcome,tourism,percent
Occupancy,2019-05-01,80.7,outcome,tourism,percent
Occupancy,2019-06-01,81.8,outcome,tourism,percent
Occupancy,2019-07-01,79.9,outcome,tourism,percent
Occupancy,2019-08-01,83.8,outcome,tourism,percent
Occupancy,2019-09-01,80.4,outcome,tourism,percent
Occupancy,2019-10-01,82.8,outcome,tourism,percent
Occupancy,2019-11-01,82.3,outcome,tourism,percent
Occupancy,2019-12-01,82.2,outcome,tourism,percent
Occupancy,2020-01-01,84.3,outcome,tourism,percent
Occupancy,2020-02-01,81.1,outcome,tourism,percent
Occupancy,2020-03-01,43.9,outcome,tourism,percent
Occupancy,2020-04-01,9.0,outcome,tourism,percent
Occupancy,2020-05-01,14.4,outcome,tourism,percent
Occupancy,2020-06-01,15.2,outcome,tourism,percent
Occupancy,2020-07-01,19.5,outcome,tourism,percent
Occupancy,2020-08-01,21.6,outcome,tourism,percent
Occupancy,2020-09-01,20.1,outcome,tourism,percent
Occupancy,2020-10-01,20.8,outcome,tourism,percent
Occupancy,2020-11-01,23.1,outcome,tourism,percent
Occupancy,2020-12-01,24.4,outcome,tourism,percent
Occupancy,2021-01-01,23.5,outcome,tourism,percent
Occupancy,2021-02-01,29.3,outcome,tourism,percent
Occupancy,2021-03-01,42.3,outcome,tourism,percent
Occupancy,2021-04-01,50.8,outcome,tourism,percent
Occupancy,2021-05-01,62.5,outcome,tourism,percent
Occupancy,2021-06-01,75.1,outcome,tourism,percent
Occupancy,2021-07-01,76.4,outcome,tourism,percent
Occupancy,2021-08-01,73.1,outcome,tourism,percent
Occupancy,2021-09-01,56.5,outcome,tourism,percent
Occupancy,2021-10-01,58.0,outcome,tourism,percent
Occupancy,2021-11-01,62.7,outcome,tourism,percent
Occupancy,2021-12-01,74.8,outcome,tourism,percent
Occupancy,2022-01-01,66.4,outcome,tourism,percent
Occupancy,2022-02-01,69.3,outcome,tourism,percent
Occupancy,2022-03-01,73.5,outcome,tourism,percent
Occupancy,2022-04-01,76.0,outcome,tourism,percent
Occupancy,2022-05-01,75.0,outcome,tourism,percent
Occupancy,2022-06-01,74.0,outcome,tourism,percent
Occupancy,2022-07-01,75.8,outcome,tourism,percent
Occupancy,2022-08-01,76.6,outcome,tourism,percent
Occupancy,2022-09-01,75.1,outcome,tourism,percent
Occupancy,2022-10-01,75.3,outcome,tourism,percent
Occupancy,2022-11-01,74.0,outcome,tourism,percent
Occupancy,2022-12-01,73.4,outcome,tourism,percent
Occupancy,2023-01-01,73.9,outcome,tourism,percent
Occupancy,2023-02-01,73.0,outcome,tourism,percent
Occupancy,2023-03-01,75.1,outcome,tourism,percent
Occupancy,2023-04-01,74.1,outcome,tourism,percent
Occupancy,2023-05-01,74.3,outcome,tourism,percent
Occupancy,2023-06-01,75.0,outcome,tourism,percent
Occupancy,2023-07-01,72.6,outcome,tourism,percent
Occupancy,2023-08-01,73.8,outcome,tourism,percent
Occupancy,2023-09-01,77.5,outcome,tourism,percent
Occupancy,2023-10-01,77.1,outcome,tourism,percent
Occupancy,2023-11-01,76.4,outcome,tourism,percent
Occupancy,2023-12-01,74.0,outcome,tourism,percent
Occupancy,2024-01-01,75.6,outcome,tourism,percent
Occupancy,2024-02-01,75.7,outcome,tourism,percent
Occupancy,2024-03-01,73.4,outcome,tourism,percent
Occupancy,2024-04-01,72.9,outcome,tourism,percent
Occupancy,2024-05-01,72.9,outcome,tourism,percent
Occupancy,2024-06-01,74.0,outcome,tourism,percent
Occupancy,2024-07-01,73.9,outcome,tourism,percent
Occupancy,2024-08-01,73.4,outcome,tourism,percent
Occupancy,2024-09-01,71.5,outcome,tourism,percent
Occupancy,2024-10-01,72.7,outcome,tourism,percent
Occupancy,2024-11-01,72.7,outcome,tourism,percent
Occupancy,2024-12-01,72.6,outcome,tourism,percent
Occupancy,2025-01-01,73.7,outcome,tourism,percent
Occupancy,2025-02-01,74.8,outcome,tourism,percent
Occupancy,2025-03-01,73.9,outcome,tourism,percent
Occupancy,2025-04-01,73.7,outcome,tourism,percent
Occupancy,2025-05-01,73.2,outcome,tourism,percent
Occupancy,2025-06-01,72.9,outcome,tourism,percent
Occupancy,2025-07-01,72.9,outcome,tourism,percent
Occupancy,2025-08-01,73.9,outcome,tourism,percent
Occupancy,2025-09-01,72.7,outcome,tourism,percent
Occupancy,2025-10-01,75.0,outcome,tourism,percent
Occupancy,2025-11-01,73.8,outcome,tourism,percent
Occupancy,2025-12-01,76.8,outcome,tourism,percent
Occupancy,2026-01-01,75.3,outcome,tourism,percent
Occupancy,2026-02-01,74.3,outcome,tourism,percent
Occupancy,2026-03-01,73.7,outcome,tourism,percent
Occupancy,2026-04-01,74.4,outcome,tourism,percent
Occupancy,2026-05-01,75.3,outcome,tourism,percent
Revenue per Available Room,1990-01-01,94.56,outcome,tourism,dollar
Revenue per Available Room,1990-02-01,100.28,outcome,tourism,dollar
Revenue per Available Room,1990-03-01,88.73,outcome,tourism,dollar
Revenue per Available Room,1990-04-01,78.3,outcome,tourism,dollar
Revenue per Available Room,1990-05-01,72.37,outcome,tourism,dollar
Revenue per Available Room,1990-06-01,71.97,outcome,tourism,dollar
Revenue per Available Room,1990-07-01,77.99,outcome,tourism,dollar
Revenue per Available Room,1990-08-01,85.89,outcome,tourism,dollar
Revenue per Available Room,1990-09-01,69.26,outcome,tourism,dollar
Revenue per Available Room,1990-10-01,74.89,outcome,tourism,dollar
Revenue per Available Room,1990-11-01,77.47,outcome,tourism,dollar
Revenue per Available Room,1990-12-01,72.1,outcome,tourism,dollar
Revenue per Available Room,1991-01-01,83.95,outcome,tourism,dollar
Revenue per Available Room,1991-02-01,73.22,outcome,tourism,dollar
Revenue per Available Room,1991-03-01,70.07,outcome,tourism,dollar
Revenue per Available Room,1991-04-01,68.83,outcome,tourism,dollar
Revenue per Available Room,1991-05-01,65.71,outcome,tourism,dollar
Revenue per Available Room,1991-06-01,71.06,outcome,tourism,dollar
Revenue per Available Room,1991-07-01,78.57,outcome,tourism,dollar
Revenue per Available Room,1991-08-01,84.53,outcome,tourism,dollar
Revenue per Available Room,1991-09-01,69.84,outcome,tourism,dollar
Revenue per Available Room,1991-10-01,68.36,outcome,tourism,dollar
Revenue per Available Room,1991-11-01,71.95,outcome,tourism,dollar
Revenue per Available Room,1991-12-01,75.96,outcome,tourism,dollar
Revenue per Available Room,1992-01-01,85.2,outcome,tourism,dollar
Revenue per Available Room,1992-02-01,90.87,outcome,tourism,dollar
Revenue per Available Room,1992-03-01,78.07,outcome,tourism,dollar
Revenue per Available Room,1992-04-01,72.2,outcome,tourism,dollar
Revenue per Available Room,1992-05-01,68.44,outcome,tourism,dollar
Revenue per Available Room,1992-06-01,69.39,outcome,tourism,dollar
Revenue per Available Room,1992-07-01,72.81,outcome,tourism,dollar
Revenue per Available Room,1992-08-01,82.37,outcome,tourism,dollar
Revenue per Available Room,1992-09-01,74.73,outcome,tourism,dollar
Revenue per Available Room,1992-10-01,74.16,outcome,tourism,dollar
Revenue per Available Room,1992-11-01,78.5,outcome,tourism,dollar
Revenue per Available Room,1992-12-01,77.37,outcome,tourism,dollar
Revenue per Available Room,1993-01-01,83.26,outcome,tourism,dollar
Revenue per Available Room,1993-02-01,87.12,outcome,tourism,dollar
Revenue per Available Room,1993-03-01,78.24,outcome,tourism,dollar
Revenue per Available Room,1993-04-01,70.21,outcome,tourism,dollar
Revenue per Available Room,1993-05-01,68.64,outcome,tourism,dollar
Revenue per Available Room,1993-06-01,69.62,outcome,tourism,dollar
Revenue per Available Room,1993-07-01,73.05,outcome,tourism,dollar
Revenue per Available Room,1993-08-01,83.31,outcome,tourism,dollar
Revenue per Available Room,1993-09-01,67.32,outcome,tourism,dollar
Revenue per Available Room,1993-10-01,69.18,outcome,tourism,dollar
Revenue per Available Room,1993-11-01,70.65,outcome,tourism,dollar
Revenue per Available Room,1993-12-01,75.98,outcome,tourism,dollar
Revenue per Available Room,1994-01-01,77.75,outcome,tourism,dollar
Revenue per Available Room,1994-02-01,93.26,outcome,tourism,dollar
Revenue per Available Room,1994-03-01,89.98,outcome,tourism,dollar
Revenue per Available Room,1994-04-01,76.9,outcome,tourism,dollar
Revenue per Available Room,1994-05-01,73.38,outcome,tourism,dollar
Revenue per Available Room,1994-06-01,75.0,outcome,tourism,dollar
Revenue per Available Room,1994-07-01,78.18,outcome,tourism,dollar
Revenue per Available Room,1994-08-01,90.12,outcome,tourism,dollar
Revenue per Available Room,1994-09-01,77.73,outcome,tourism,dollar
Revenue per Available Room,1994-10-01,76.58,outcome,tourism,dollar
Revenue per Available Room,1994-11-01,78.53,outcome,tourism,dollar
Revenue per Available Room,1994-12-01,81.24,outcome,tourism,dollar
Revenue per Available Room,1995-01-01,88.84,outcome,tourism,dollar
Revenue per Available Room,1995-02-01,93.46,outcome,tourism,dollar
Revenue per Available Room,1995-03-01,87.14,outcome,tourism,dollar
Revenue per Available Room,1995-04-01,74.99,outcome,tourism,dollar
Revenue per Available Room,1995-05-01,73.2,outcome,tourism,dollar
Revenue per Available Room,1995-06-01,77.93,outcome,tourism,dollar
Revenue per Available Room,1995-07-01,84.42,outcome,tourism,dollar
Revenue per Available Room,1995-08-01,90.21,outcome,tourism,dollar
Revenue per Available Room,1995-09-01,78.9,outcome,tourism,dollar
Revenue per Available Room,1995-10-01,81.44,outcome,tourism,dollar
Revenue per Available Room,1995-11-01,81.98,outcome,tourism,dollar
Revenue per Available Room,1995-12-01,85.52,outcome,tourism,dollar
Revenue per Available Room,1996-01-01,95.09,outcome,tourism,dollar
Revenue per Available Room,1996-02-01,108.6,outcome,tourism,dollar
Revenue per Available Room,1996-03-01,94.83,outcome,tourism,dollar
Revenue per Available Room,1996-04-01,82.91,outcome,tourism,dollar
Revenue per Available Room,1996-05-01,76.04,outcome,tourism,dollar
Revenue per Available Room,1996-06-01,85.28,outcome,tourism,dollar
Revenue per Available Room,1996-07-01,87.44,outcome,tourism,dollar
Revenue per Available Room,1996-08-01,94.32,outcome,tourism,dollar
Revenue per Available Room,1996-09-01,80.88,outcome,tourism,dollar
Revenue per Available Room,1996-10-01,80.84,outcome,tourism,dollar
Revenue per Available Room,1996-11-01,78.48,outcome,tourism,dollar
Revenue per Available Room,1996-12-01,86.48,outcome,tourism,dollar
Revenue per Available Room,1997-01-01,97.05,outcome,tourism,dollar
Revenue per Available Room,1997-02-01,110.65,outcome,tourism,dollar
Revenue per Available Room,1997-03-01,103.6,outcome,tourism,dollar
Revenue per Available Room,1997-04-01,91.7,outcome,tourism,dollar
Revenue per Available Room,1997-05-01,80.86,outcome,tourism,dollar
Revenue per Available Room,1997-06-01,84.94,outcome,tourism,dollar
Revenue per Available Room,1997-07-01,92.45,outcome,tourism,dollar
Revenue per Available Room,1997-08-01,100.14,outcome,tourism,dollar
Revenue per Available Room,1997-09-01,86.92,outcome,tourism,dollar
Revenue per Available Room,1997-10-01,84.59,outcome,tourism,dollar
Revenue per Available Room,1997-11-01,84.16,outcome,tourism,dollar
Revenue per Available Room,1997-12-01,89.69,outcome,tourism,dollar
Revenue per Available Room,1998-01-01,100.17,outcome,tourism,dollar
Revenue per Available Room,1998-02-01,112.51,outcome,tourism,dollar
Revenue per Available Room,1998-03-01,102.8,outcome,tourism,dollar
Revenue per Available Room,1998-04-01,92.27,outcome,tourism,dollar
Revenue per Available Room,1998-05-01,81.92,outcome,tourism,dollar
Revenue per Available Room,1998-06-01,85.79,outcome,tourism,dollar
Revenue per Available Room,1998-07-01,92.82,outcome,tourism,dollar
Revenue per Available Room,1998-08-01,98.98,outcome,tourism,dollar
Revenue per Available Room,1998-09-01,83.85,outcome,tourism,dollar
Revenue per Available Room,1998-10-01,86.68,outcome,tourism,dollar
Revenue per Available Room,1998-11-01,80.92,outcome,tourism,dollar
Revenue per Available Room,1998-12-01,89.12,outcome,tourism,dollar
Revenue per Available Room,1999-01-01,95.8,outcome,tourism,dollar
Revenue per Available Room,1999-02-01,111.95,outcome,tourism,dollar
Revenue per Available Room,1999-03-01,102.26,outcome,tourism,dollar
Revenue per Available Room,1999-04-01,90.93,outcome,tourism,dollar
Revenue per Available Room,1999-05-01,81.62,outcome,tourism,dollar
Revenue per Available Room,1999-06-01,87.04,outcome,tourism,dollar
Revenue per Available Room,1999-07-01,97.6,outcome,tourism,dollar
Revenue per Available Room,1999-08-01,103.65,outcome,tourism,dollar
Revenue per Available Room,1999-09-01,89.87,outcome,tourism,dollar
Revenue per Available Room,1999-10-01,94.18,outcome,tourism,dollar
Revenue per Available Room,1999-11-01,89.72,outcome,tourism,dollar
Revenue per Available Room,1999-12-01,92.43,outcome,tourism,dollar
Revenue per Available Room,2000-01-01,100.91,outcome,tourism,dollar
Revenue per Available Room,2000-02-01,124.57,outcome,tourism,dollar
Revenue per Available Room,2000-03-01,119.77,outcome,tourism,dollar
Revenue per Available Room,2000-04-01,105.69,outcome,tourism,dollar
Revenue per Available Room,2000-05-01,98.23,outcome,tourism,dollar
Revenue per Available Room,2000-06-01,106.58,outcome,tourism,dollar
Revenue per Available Room,2000-07-01,114.65,outcome,tourism,dollar
Revenue per Available Room,2000-08-01,114.89,outcome,tourism,dollar
Revenue per Available Room,2000-09-01,97.8,outcome,tourism,dollar
Revenue per Available Room,2000-10-01,101.11,outcome,tourism,dollar
Revenue per Available Room,2000-11-01,101.69,outcome,tourism,dollar
Revenue per Available Room,2000-12-01,104.33,outcome,tourism,dollar
Revenue per Available Room,2001-01-01,114.85,outcome,tourism,dollar
Revenue per Available Room,2001-02-01,134.84,outcome,tourism,dollar
Revenue per Available Room,2001-03-01,118.24,outcome,tourism,dollar
Revenue per Available Room,2001-04-01,104.97,outcome,tourism,dollar
Revenue per Available Room,2001-05-01,94.68,outcome,tourism,dollar
Revenue per Available Room,2001-06-01,102.37,outcome,tourism,dollar
Revenue per Available Room,2001-07-01,112.92,outcome,tourism,dollar
Revenue per Available Room,2001-08-01,119.52,outcome,tourism,dollar
Revenue per Available Room,2001-09-01,73.18,outcome,tourism,dollar
Revenue per Available Room,2001-10-01,74.87,outcome,tourism,dollar
Revenue per Available Room,2001-11-01,73.91,outcome,tourism,dollar
Revenue per Available Room,2001-12-01,85.4,outcome,tourism,dollar
Revenue per Available Room,2002-01-01,91.62,outcome,tourism,dollar
Revenue per Available Room,2002-02-01,111.27,outcome,tourism,dollar
Revenue per Available Room,2002-03-01,107.02,outcome,tourism,dollar
Revenue per Available Room,2002-04-01,93.57,outcome,tourism,dollar
Revenue per Available Room,2002-05-01,87.62,outcome,tourism,dollar
Revenue per Available Room,2002-06-01,99.35,outcome,tourism,dollar
Revenue per Available Room,2002-07-01,107.8,outcome,tourism,dollar
Revenue per Available Room,2002-08-01,116.31,outcome,tourism,dollar
Revenue per Available Room,2002-09-01,84.08,outcome,tourism,dollar
Revenue per Available Room,2002-10-01,91.32,outcome,tourism,dollar
Revenue per Available Room,2002-11-01,86.21,outcome,tourism,dollar
Revenue per Available Room,2002-12-01,101.72,outcome,tourism,dollar
Revenue per Available Room,2003-01-01,106.76,outcome,tourism,dollar
Revenue per Available Room,2003-02-01,116.59,outcome,tourism,dollar
Revenue per Available Room,2003-03-01,110.81,outcome,tourism,dollar
Revenue per Available Room,2003-04-01,98.89,outcome,tourism,dollar
Revenue per Available Room,2003-05-01,88.35,outcome,tourism,dollar
Revenue per Available Room,2003-06-01,100.35,outcome,tourism,dollar
Revenue per Available Room,2003-07-01,116.61,outcome,tourism,dollar
Revenue per Available Room,2003-08-01,124.85,outcome,tourism,dollar
Revenue per Available Room,2003-09-01,94.31,outcome,tourism,dollar
Revenue per Available Room,2003-10-01,96.84,outcome,tourism,dollar
Revenue per Available Room,2003-11-01,93.32,outcome,tourism,dollar
Revenue per Available Room,2003-12-01,114.88,outcome,tourism,dollar
Revenue per Available Room,2004-01-01,115.01,outcome,tourism,dollar
Revenue per Available Room,2004-02-01,126.97,outcome,tourism,dollar
Revenue per Available Room,2004-03-01,124.95,outcome,tourism,dollar
Revenue per Available Room,2004-04-01,113.96,outcome,tourism,dollar
Revenue per Available Room,2004-05-01,103.05,outcome,tourism,dollar
Revenue per Available Room,2004-06-01,120.96,outcome,tourism,dollar
Revenue per Available Room,2004-07-01,137.2,outcome,tourism,dollar
Revenue per Available Room,2004-08-01,134.52,outcome,tourism,dollar
Revenue per Available Room,2004-09-01,104.24,outcome,tourism,dollar
Revenue per Available Room,2004-10-01,109.25,outcome,tourism,dollar
Revenue per Available Room,2004-11-01,103.11,outcome,tourism,dollar
Revenue per Available Room,2004-12-01,120.16,outcome,tourism,dollar
Revenue per Available Room,2005-01-01,128.75,outcome,tourism,dollar
Revenue per Available Room,2005-02-01,142.98,outcome,tourism,dollar
Revenue per Available Room,2005-03-01,144.3,outcome,tourism,dollar
Revenue per Available Room,2005-04-01,119.34,outcome,tourism,dollar
Revenue per Available Room,2005-05-01,117.1,outcome,tourism,dollar
Revenue per Available Room,2005-06-01,136.23,outcome,tourism,dollar
Revenue per Available Room,2005-07-01,154.43,outcome,tourism,dollar
Revenue per Available Room,2005-08-01,154.52,outcome,tourism,dollar
Revenue per Available Room,2005-09-01,123.48,outcome,tourism,dollar
Revenue per Available Room,2005-10-01,126.98,outcome,tourism,dollar
Revenue per Available Room,2005-11-01,125.35,outcome,tourism,dollar
Revenue per Available Room,2005-12-01,145.36,outcome,tourism,dollar
Revenue per Available Room,2006-01-01,146.48,outcome,tourism,dollar
Revenue per Available Room,2006-02-01,166.35,outcome,tourism,dollar
Revenue per Available Room,2006-03-01,155.56,outcome,tourism,dollar
Revenue per Available Room,2006-04-01,145.12,outcome,tourism,dollar
Revenue per Available Room,2006-05-01,132.05,outcome,tourism,dollar
Revenue per Available Room,2006-06-01,154.0,outcome,tourism,dollar
Revenue per Available Room,2006-07-01,174.45,outcome,tourism,dollar
Revenue per Available Room,2006-08-01,169.58,outcome,tourism,dollar
Revenue per Available Room,2006-09-01,130.47,outcome,tourism,dollar
Revenue per Available Room,2006-10-01,127.84,outcome,tourism,dollar
Revenue per Available Room,2006-11-01,130.64,outcome,tourism,dollar
Revenue per Available Room,2006-12-01,150.96,outcome,tourism,dollar
Revenue per Available Room,2007-01-01,148.57,outcome,tourism,dollar
Revenue per Available Room,2007-02-01,163.05,outcome,tourism,dollar
Revenue per Available Room,2007-03-01,157.91,outcome,tourism,dollar
Revenue per Available Room,2007-04-01,141.45,outcome,tourism,dollar
Revenue per Available Room,2007-05-01,129.17,outcome,tourism,dollar
Revenue per Available Room,2007-06-01,153.36,outcome,tourism,dollar
Revenue per Available Room,2007-07-01,172.09,outcome,tourism,dollar
Revenue per Available Room,2007-08-01,172.71,outcome,tourism,dollar
Revenue per Available Room,2007-09-01,134.83,outcome,tourism,dollar
Revenue per Available Room,2007-10-01,135.23,outcome,tourism,dollar
Revenue per Available Room,2007-11-01,133.74,outcome,tourism,dollar
Revenue per Available Room,2007-12-01,157.81,outcome,tourism,dollar
Revenue per Available Room,2008-01-01,161.86,outcome,tourism,dollar
Revenue per Available Room,2008-02-01,178.37,outcome,tourism,dollar
Revenue per Available Room,2008-03-01,168.68,outcome,tourism,dollar
Revenue per Available Room,2008-04-01,136.7,outcome,tourism,dollar
Revenue per Available Room,2008-05-01,130.04,outcome,tourism,dollar
Revenue per Available Room,2008-06-01,142.11,outcome,tourism,dollar
Revenue per Available Room,2008-07-01,156.47,outcome,tourism,dollar
Revenue per Available Room,2008-08-01,157.33,outcome,tourism,dollar
Revenue per Available Room,2008-09-01,112.41,outcome,tourism,dollar
Revenue per Available Room,2008-10-01,119.22,outcome,tourism,dollar
Revenue per Available Room,2008-11-01,112.9,outcome,tourism,dollar
Revenue per Available Room,2008-12-01,130.28,outcome,tourism,dollar
Revenue per Available Room,2009-01-01,124.57,outcome,tourism,dollar
Revenue per Available Room,2009-02-01,136.06,outcome,tourism,dollar
Revenue per Available Room,2009-03-01,119.21,outcome,tourism,dollar
Revenue per Available Room,2009-04-01,112.85,outcome,tourism,dollar
Revenue per Available Room,2009-05-01,101.02,outcome,tourism,dollar
Revenue per Available Room,2009-06-01,106.44,outcome,tourism,dollar
Revenue per Available Room,2009-07-01,121.69,outcome,tourism,dollar
Revenue per Available Room,2009-08-01,123.68,outcome,tourism,dollar
Revenue per Available Room,2009-09-01,102.02,outcome,tourism,dollar
Revenue per Available Room,2009-10-01,109.31,outcome,tourism,dollar
Revenue per Available Room,2009-11-01,99.26,outcome,tourism,dollar
Revenue per Available Room,2009-12-01,123.3,outcome,tourism,dollar
Revenue per Available Room,2010-01-01,117.45,outcome,tourism,dollar
Revenue per Available Room,2010-02-01,132.29,outcome,tourism,dollar
Revenue per Available Room,2010-03-01,122.33,outcome,tourism,dollar
Revenue per Available Room,2010-04-01,115.12,outcome,tourism,dollar
Revenue per Available Room,2010-05-01,104.77,outcome,tourism,dollar
Revenue per Available Room,2010-06-01,121.49,outcome,tourism,dollar
Revenue per Available Room,2010-07-01,143.86,outcome,tourism,dollar
Revenue per Available Room,2010-08-01,137.62,outcome,tourism,dollar
Revenue per Available Room,2010-09-01,113.31,outcome,tourism,dollar
Revenue per Available Room,2010-10-01,116.25,outcome,tourism,dollar
Revenue per Available Room,2010-11-01,114.72,outcome,tourism,dollar
Revenue per Available Room,2010-12-01,143.1,outcome,tourism,dollar
Revenue per Available Room,2011-01-01,141.27,outcome,tourism,dollar
Revenue per Available Room,2011-02-01,156.82,outcome,tourism,dollar
Revenue per Available Room,2011-03-01,142.18,outcome,tourism,dollar
Revenue per Available Room,2011-04-01,131.17,outcome,tourism,dollar
Revenue per Available Room,2011-05-01,117.16,outcome,tourism,dollar
Revenue per Available Room,2011-06-01,131.27,outcome,tourism,dollar
Revenue per Available Room,2011-07-01,150.2,outcome,tourism,dollar
Revenue per Available Room,2011-08-01,150.55,outcome,tourism,dollar
Revenue per Available Room,2011-09-01,128.6,outcome,tourism,dollar
Revenue per Available Room,2011-10-01,127.52,outcome,tourism,dollar
Revenue per Available Room,2011-11-01,131.25,outcome,tourism,dollar
Revenue per Available Room,2011-12-01,160.25,outcome,tourism,dollar
Revenue per Available Room,2012-01-01,163.95,outcome,tourism,dollar
Revenue per Available Room,2012-02-01,171.62,outcome,tourism,dollar
Revenue per Available Room,2012-03-01,161.81,outcome,tourism,dollar
Revenue per Available Room,2012-04-01,147.18,outcome,tourism,dollar
Revenue per Available Room,2012-05-01,137.88,outcome,tourism,dollar
Revenue per Available Room,2012-06-01,154.24,outcome,tourism,dollar
Revenue per Available Room,2012-07-01,176.83,outcome,tourism,dollar
Revenue per Available Room,2012-08-01,175.36,outcome,tourism,dollar
Revenue per Available Room,2012-09-01,137.95,outcome,tourism,dollar
Revenue per Available Room,2012-10-01,141.59,outcome,tourism,dollar
Revenue per Available Room,2012-11-01,144.31,outcome,tourism,dollar
Revenue per Available Room,2012-12-01,177.16,outcome,tourism,dollar
Revenue per Available Room,2013-01-01,189.41,outcome,tourism,dollar
Revenue per Available Room,2013-02-01,202.22,outcome,tourism,dollar
Revenue per Available Room,2013-03-01,188.53,outcome,tourism,dollar
Revenue per Available Room,2013-04-01,165.47,outcome,tourism,dollar
Revenue per Available Room,2013-05-01,151.71,outcome,tourism,dollar
Revenue per Available Room,2013-06-01,173.11,outcome,tourism,dollar
Revenue per Available Room,2013-07-01,193.93,outcome,tourism,dollar
Revenue per Available Room,2013-08-01,196.12,outcome,tourism,dollar
Revenue per Available Room,2013-09-01,154.75,outcome,tourism,dollar
Revenue per Available Room,2013-10-01,154.21,outcome,tourism,dollar
Revenue per Available Room,2013-11-01,150.67,outcome,tourism,dollar
Revenue per Available Room,2013-12-01,192.8,outcome,tourism,dollar
